jurisdiction,year,ipcc_code,Product,tax,ets,tax_id,tax_rate_excl_ex_clcu,tax_ex_rate,tax_rate_incl_ex_clcu,tax_curr_code,ets_id,ets_price,ets_curr_code,recorded_date,recorded_year,country_name,country_code,exchange_rate,ets_price_usd
Poland,2014,1A1A1,Coal,1,1,pol_tax,0.24,0.0,0.24,PLN,eu_ets,5.95,EUR,12/31/14,2014,Euro Zone,EUR,0.822,7.238442822384429
Poland,2015,1A1A1,Coal,1,1,pol_tax,0.24,0.0,0.24,PLN,eu_ets,7.68,EUR,12/31/15,2015,EURO ZONE,EUR,0.919,8.356909684439607
Poland,2016,1A1A1,Coal,1,1,pol_tax,0.29,0.0,0.29,PLN,eu_ets,5.35,EUR,12/31/16,2016,EURO ZONE,EUR,0.949,5.637513171759747
Poland,2017,1A1A1,Coal,1,1,pol_tax,0.29,0.0,0.29,PLN,eu_ets,5.83,EUR,12/31/17,2017,EURO ZONE,EUR,0.833,6.998799519807924
Poland,2018,1A1A1,Coal,1,1,pol_tax,0.29,0.0,0.29,PLN,eu_ets,15.82,EUR,12/31/18,2018,EURO ZONE,EUR,0.872,18.142201834862387
Poland,2019,1A1A1,Coal,1,1,pol_tax,0.29,0.0,0.29,PLN,eu_ets,24.84,EUR,12/31/19,2019,Euro Zone,EUR,0.89,27.91011235955056
Poland,2020,1A1A1,Coal,1,1,pol_tax,0.3,0.0,0.3,PLN,eu_ets,24.76,EUR,12/31/20,2020,Euro Zone,EUR,0.815,30.38036809815951
Poland,2021,1A1A1,Coal,1,1,pol_tax,0.31,0.0,0.31,PLN,eu_ets,53.54,EUR,12/31/21,2021,Euro Zone,EUR,0.882,60.702947845804985
Poland,2022,1A1A1,Coal,0,1,,,,,nan,eu_ets,80.82,EUR,12/31/22,2022,Euro Zone,EUR,0.936,86.34615384615384
Portugal,2005,1A1A1,Coal,0,1,,,,,nan,eu_ets,21.56,EUR,12/31/05,2005,Euro Zone,EUR,0.847,25.454545454545453
Portugal,2006,1A1A1,Coal,0,1,,,,,nan,eu_ets,18.01,EUR,12/31/06,2006,Euro Zone,EUR,0.759,23.728590250329383
Portugal,2007,1A1A1,Coal,0,1,,,,,nan,eu_ets,0.72,EUR,12/31/07,2007,Euro Zone,EUR,0.68,1.0588235294117645
Portugal,2008,1A1A1,Coal,0,1,,,,,nan,eu_ets,17.38,EUR,12/31/08,2008,Euro Zone,EUR,0.731,23.77564979480164
Portugal,2009,1A1A1,Coal,0,1,,,,,nan,eu_ets,13.15,EUR,12/31/09,2009,Euro Zone,EUR,0.695,18.92086330935252
Portugal,2010,1A1A1,Coal,0,1,,,,,nan,eu_ets,14.34,EUR,12/31/10,2010,Euro Zone,EUR,0.77,18.623376623376622
Portugal,2011,1A1A1,Coal,0,1,,,,,nan,eu_ets,12.94,EUR,12/31/11,2011,Euro Zone,EUR,0.765,16.915032679738562
Portugal,2012,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.38,EUR,12/31/12,2012,Euro Zone,EUR,0.759,9.723320158102766
Portugal,2013,1A1A1,Coal,0,1,,,,,nan,eu_ets,4.47,EUR,12/31/13,2013,Euro Zone,EUR,0.726,6.1570247933884295
Portugal,2014,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.95,EUR,12/31/14,2014,Euro Zone,EUR,0.822,7.238442822384429
Portugal,2015,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.68,EUR,12/31/15,2015,EURO ZONE,EUR,0.919,8.356909684439607
Portugal,2016,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.35,EUR,12/31/16,2016,EURO ZONE,EUR,0.949,5.637513171759747
Portugal,2017,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.83,EUR,12/31/17,2017,EURO ZONE,EUR,0.833,6.998799519807924
Portugal,2018,1A1A1,Coal,0,1,,,,,nan,eu_ets,15.82,EUR,12/31/18,2018,EURO ZONE,EUR,0.872,18.142201834862387
Portugal,2019,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.84,EUR,12/31/19,2019,Euro Zone,EUR,0.89,27.91011235955056
Portugal,2020,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.76,EUR,12/31/20,2020,Euro Zone,EUR,0.815,30.38036809815951
Portugal,2021,1A1A1,Coal,0,1,,,,,nan,eu_ets,53.54,EUR,12/31/21,2021,Euro Zone,EUR,0.882,60.702947845804985
Portugal,2022,1A1A1,Coal,0,1,,,,,nan,eu_ets,80.82,EUR,12/31/22,2022,Euro Zone,EUR,0.936,86.34615384615384
Romania,2007,1A1A1,Coal,0,1,,,,,nan,eu_ets,0.72,EUR,12/31/07,2007,Euro Zone,EUR,0.68,1.0588235294117645
Romania,2008,1A1A1,Coal,0,1,,,,,nan,eu_ets,17.38,EUR,12/31/08,2008,Euro Zone,EUR,0.731,23.77564979480164
Romania,2009,1A1A1,Coal,0,1,,,,,nan,eu_ets,13.15,EUR,12/31/09,2009,Euro Zone,EUR,0.695,18.92086330935252
Romania,2010,1A1A1,Coal,0,1,,,,,nan,eu_ets,14.34,EUR,12/31/10,2010,Euro Zone,EUR,0.77,18.623376623376622
Romania,2011,1A1A1,Coal,0,1,,,,,nan,eu_ets,12.94,EUR,12/31/11,2011,Euro Zone,EUR,0.765,16.915032679738562
Romania,2012,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.38,EUR,12/31/12,2012,Euro Zone,EUR,0.759,9.723320158102766
Romania,2013,1A1A1,Coal,0,1,,,,,nan,eu_ets,4.47,EUR,12/31/13,2013,Euro Zone,EUR,0.726,6.1570247933884295
Romania,2014,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.95,EUR,12/31/14,2014,Euro Zone,EUR,0.822,7.238442822384429
Romania,2015,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.68,EUR,12/31/15,2015,EURO ZONE,EUR,0.919,8.356909684439607
Romania,2016,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.35,EUR,12/31/16,2016,EURO ZONE,EUR,0.949,5.637513171759747
Romania,2017,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.83,EUR,12/31/17,2017,EURO ZONE,EUR,0.833,6.998799519807924
Romania,2018,1A1A1,Coal,0,1,,,,,nan,eu_ets,15.82,EUR,12/31/18,2018,EURO ZONE,EUR,0.872,18.142201834862387
Romania,2019,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.84,EUR,12/31/19,2019,Euro Zone,EUR,0.89,27.91011235955056
Romania,2020,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.76,EUR,12/31/20,2020,Euro Zone,EUR,0.815,30.38036809815951
Romania,2021,1A1A1,Coal,0,1,,,,,nan,eu_ets,53.54,EUR,12/31/21,2021,Euro Zone,EUR,0.882,60.702947845804985
Romania,2022,1A1A1,Coal,0,1,,,,,nan,eu_ets,80.82,EUR,12/31/22,2022,Euro Zone,EUR,0.936,86.34615384615384
Slovak Republic,2005,1A1A1,Coal,0,1,,,,,nan,eu_ets,21.56,EUR,12/31/05,2005,Euro Zone,EUR,0.847,25.454545454545453
Slovak Republic,2006,1A1A1,Coal,0,1,,,,,nan,eu_ets,18.01,EUR,12/31/06,2006,Euro Zone,EUR,0.759,23.728590250329383
Slovak Republic,2007,1A1A1,Coal,0,1,,,,,nan,eu_ets,0.72,EUR,12/31/07,2007,Euro Zone,EUR,0.68,1.0588235294117645
Slovak Republic,2008,1A1A1,Coal,0,1,,,,,nan,eu_ets,17.38,EUR,12/31/08,2008,Euro Zone,EUR,0.731,23.77564979480164
Slovak Republic,2009,1A1A1,Coal,0,1,,,,,nan,eu_ets,13.15,EUR,12/31/09,2009,Euro Zone,EUR,0.695,18.92086330935252
Slovak Republic,2010,1A1A1,Coal,0,1,,,,,nan,eu_ets,14.34,EUR,12/31/10,2010,Euro Zone,EUR,0.77,18.623376623376622
Slovak Republic,2011,1A1A1,Coal,0,1,,,,,nan,eu_ets,12.94,EUR,12/31/11,2011,Euro Zone,EUR,0.765,16.915032679738562
Slovak Republic,2012,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.38,EUR,12/31/12,2012,Euro Zone,EUR,0.759,9.723320158102766
Slovak Republic,2013,1A1A1,Coal,0,1,,,,,nan,eu_ets,4.47,EUR,12/31/13,2013,Euro Zone,EUR,0.726,6.1570247933884295
Slovak Republic,2014,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.95,EUR,12/31/14,2014,Euro Zone,EUR,0.822,7.238442822384429
Slovak Republic,2015,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.68,EUR,12/31/15,2015,EURO ZONE,EUR,0.919,8.356909684439607
Slovak Republic,2016,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.35,EUR,12/31/16,2016,EURO ZONE,EUR,0.949,5.637513171759747
Slovak Republic,2017,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.83,EUR,12/31/17,2017,EURO ZONE,EUR,0.833,6.998799519807924
Slovak Republic,2018,1A1A1,Coal,0,1,,,,,nan,eu_ets,15.82,EUR,12/31/18,2018,EURO ZONE,EUR,0.872,18.142201834862387
Slovak Republic,2019,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.84,EUR,12/31/19,2019,Euro Zone,EUR,0.89,27.91011235955056
Slovak Republic,2020,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.76,EUR,12/31/20,2020,Euro Zone,EUR,0.815,30.38036809815951
Slovak Republic,2021,1A1A1,Coal,0,1,,,,,nan,eu_ets,53.54,EUR,12/31/21,2021,Euro Zone,EUR,0.882,60.702947845804985
Slovak Republic,2022,1A1A1,Coal,0,1,,,,,nan,eu_ets,80.82,EUR,12/31/22,2022,Euro Zone,EUR,0.936,86.34615384615384
Slovenia,2005,1A1A1,Coal,0,1,,,,,nan,eu_ets,21.56,EUR,12/31/05,2005,Euro Zone,EUR,0.847,25.454545454545453
Slovenia,2006,1A1A1,Coal,0,1,,,,,nan,eu_ets,18.01,EUR,12/31/06,2006,Euro Zone,EUR,0.759,23.728590250329383
Slovenia,2007,1A1A1,Coal,0,1,,,,,nan,eu_ets,0.72,EUR,12/31/07,2007,Euro Zone,EUR,0.68,1.0588235294117645
Slovenia,2008,1A1A1,Coal,0,1,,,,,nan,eu_ets,17.38,EUR,12/31/08,2008,Euro Zone,EUR,0.731,23.77564979480164
Slovenia,2009,1A1A1,Coal,0,1,,,,,nan,eu_ets,13.15,EUR,12/31/09,2009,Euro Zone,EUR,0.695,18.92086330935252
Slovenia,2010,1A1A1,Coal,0,1,,,,,nan,eu_ets,14.34,EUR,12/31/10,2010,Euro Zone,EUR,0.77,18.623376623376622
Slovenia,2011,1A1A1,Coal,0,1,,,,,nan,eu_ets,12.94,EUR,12/31/11,2011,Euro Zone,EUR,0.765,16.915032679738562
Slovenia,2012,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.38,EUR,12/31/12,2012,Euro Zone,EUR,0.759,9.723320158102766
Slovenia,2013,1A1A1,Coal,0,1,,,,,nan,eu_ets,4.47,EUR,12/31/13,2013,Euro Zone,EUR,0.726,6.1570247933884295
Slovenia,2014,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.95,EUR,12/31/14,2014,Euro Zone,EUR,0.822,7.238442822384429
Slovenia,2015,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.68,EUR,12/31/15,2015,EURO ZONE,EUR,0.919,8.356909684439607
Slovenia,2016,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.35,EUR,12/31/16,2016,EURO ZONE,EUR,0.949,5.637513171759747
Slovenia,2017,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.83,EUR,12/31/17,2017,EURO ZONE,EUR,0.833,6.998799519807924
Slovenia,2018,1A1A1,Coal,0,1,,,,,nan,eu_ets,15.82,EUR,12/31/18,2018,EURO ZONE,EUR,0.872,18.142201834862387
Slovenia,2019,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.84,EUR,12/31/19,2019,Euro Zone,EUR,0.89,27.91011235955056
Slovenia,2020,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.76,EUR,12/31/20,2020,Euro Zone,EUR,0.815,30.38036809815951
Slovenia,2021,1A1A1,Coal,0,1,,,,,nan,eu_ets,53.54,EUR,12/31/21,2021,Euro Zone,EUR,0.882,60.702947845804985
Slovenia,2022,1A1A1,Coal,0,1,,,,,nan,eu_ets,80.82,EUR,12/31/22,2022,Euro Zone,EUR,0.936,86.34615384615384
Spain,2005,1A1A1,Coal,0,1,,,,,nan,eu_ets,21.56,EUR,12/31/05,2005,Euro Zone,EUR,0.847,25.454545454545453
Spain,2006,1A1A1,Coal,0,1,,,,,nan,eu_ets,18.01,EUR,12/31/06,2006,Euro Zone,EUR,0.759,23.728590250329383
Spain,2007,1A1A1,Coal,0,1,,,,,nan,eu_ets,0.72,EUR,12/31/07,2007,Euro Zone,EUR,0.68,1.0588235294117645
Spain,2008,1A1A1,Coal,0,1,,,,,nan,eu_ets,17.38,EUR,12/31/08,2008,Euro Zone,EUR,0.731,23.77564979480164
Spain,2009,1A1A1,Coal,0,1,,,,,nan,eu_ets,13.15,EUR,12/31/09,2009,Euro Zone,EUR,0.695,18.92086330935252
Spain,2010,1A1A1,Coal,0,1,,,,,nan,eu_ets,14.34,EUR,12/31/10,2010,Euro Zone,EUR,0.77,18.623376623376622
Spain,2011,1A1A1,Coal,0,1,,,,,nan,eu_ets,12.94,EUR,12/31/11,2011,Euro Zone,EUR,0.765,16.915032679738562
Spain,2012,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.38,EUR,12/31/12,2012,Euro Zone,EUR,0.759,9.723320158102766
Spain,2013,1A1A1,Coal,0,1,,,,,nan,eu_ets,4.47,EUR,12/31/13,2013,Euro Zone,EUR,0.726,6.1570247933884295
Spain,2014,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.95,EUR,12/31/14,2014,Euro Zone,EUR,0.822,7.238442822384429
Spain,2015,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.68,EUR,12/31/15,2015,EURO ZONE,EUR,0.919,8.356909684439607
Spain,2016,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.35,EUR,12/31/16,2016,EURO ZONE,EUR,0.949,5.637513171759747
Spain,2017,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.83,EUR,12/31/17,2017,EURO ZONE,EUR,0.833,6.998799519807924
Spain,2018,1A1A1,Coal,0,1,,,,,nan,eu_ets,15.82,EUR,12/31/18,2018,EURO ZONE,EUR,0.872,18.142201834862387
Spain,2019,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.84,EUR,12/31/19,2019,Euro Zone,EUR,0.89,27.91011235955056
Spain,2020,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.76,EUR,12/31/20,2020,Euro Zone,EUR,0.815,30.38036809815951
Spain,2021,1A1A1,Coal,0,1,,,,,nan,eu_ets,53.54,EUR,12/31/21,2021,Euro Zone,EUR,0.882,60.702947845804985
Spain,2022,1A1A1,Coal,0,1,,,,,nan,eu_ets,80.82,EUR,12/31/22,2022,Euro Zone,EUR,0.936,86.34615384615384
Sweden,2005,1A1A1,Coal,0,1,,,,,nan,eu_ets,21.56,EUR,12/31/05,2005,Euro Zone,EUR,0.847,25.454545454545453
Sweden,2006,1A1A1,Coal,0,1,,,,,nan,eu_ets,18.01,EUR,12/31/06,2006,Euro Zone,EUR,0.759,23.728590250329383
Sweden,2007,1A1A1,Coal,0,1,,,,,nan,eu_ets,0.72,EUR,12/31/07,2007,Euro Zone,EUR,0.68,1.0588235294117645
Sweden,2008,1A1A1,Coal,0,1,,,,,nan,eu_ets,17.38,EUR,12/31/08,2008,Euro Zone,EUR,0.731,23.77564979480164
Sweden,2009,1A1A1,Coal,0,1,,,,,nan,eu_ets,13.15,EUR,12/31/09,2009,Euro Zone,EUR,0.695,18.92086330935252
Sweden,2010,1A1A1,Coal,0,1,,,,,nan,eu_ets,14.34,EUR,12/31/10,2010,Euro Zone,EUR,0.77,18.623376623376622
Sweden,2011,1A1A1,Coal,0,1,,,,,nan,eu_ets,12.94,EUR,12/31/11,2011,Euro Zone,EUR,0.765,16.915032679738562
Sweden,2012,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.38,EUR,12/31/12,2012,Euro Zone,EUR,0.759,9.723320158102766
Sweden,2013,1A1A1,Coal,0,1,,,,,nan,eu_ets,4.47,EUR,12/31/13,2013,Euro Zone,EUR,0.726,6.1570247933884295
Sweden,2014,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.95,EUR,12/31/14,2014,Euro Zone,EUR,0.822,7.238442822384429
Sweden,2015,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.68,EUR,12/31/15,2015,EURO ZONE,EUR,0.919,8.356909684439607
Sweden,2016,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.35,EUR,12/31/16,2016,EURO ZONE,EUR,0.949,5.637513171759747
Sweden,2017,1A1A1,Coal,0,1,,,,,nan,eu_ets,5.83,EUR,12/31/17,2017,EURO ZONE,EUR,0.833,6.998799519807924
Sweden,2018,1A1A1,Coal,0,1,,,,,nan,eu_ets,15.82,EUR,12/31/18,2018,EURO ZONE,EUR,0.872,18.142201834862387
Sweden,2019,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.84,EUR,12/31/19,2019,Euro Zone,EUR,0.89,27.91011235955056
Sweden,2020,1A1A1,Coal,0,1,,,,,nan,eu_ets,24.76,EUR,12/31/20,2020,Euro Zone,EUR,0.815,30.38036809815951
Sweden,2021,1A1A1,Coal,0,1,,,,,nan,eu_ets,53.54,EUR,12/31/21,2021,Euro Zone,EUR,0.882,60.702947845804985
Sweden,2022,1A1A1,Coal,0,1,,,,,nan,eu_ets,80.82,EUR,12/31/22,2022,Euro Zone,EUR,0.936,86.34615384615384
Switzerland,2014,1A1A2,Coal,1,1,che_tax,60.0,0.0,60.0,CHF,che_ets,30.18,CHF,12/31/14,2014,Switzerland,CHF,0.989,30.51567239635996
Switzerland,2015,1A1A2,Coal,1,1,che_tax,60.0,0.0,60.0,CHF,che_ets,11.72,CHF,12/31/15,2015,SWITZERLAND,CHF,0.994,11.790744466800806
Switzerland,2016,1A1A2,Coal,1,1,che_tax,84.0,0.0,84.0,CHF,che_ets,7.64,CHF,12/31/16,2016,SWITZERLAND,CHF,1.019,7.4975466143277725
Switzerland,2017,1A1A2,Coal,1,1,che_tax,84.0,0.0,84.0,CHF,che_ets,7.09,CHF,12/31/17,2017,SWITZERLAND,CHF,0.975,7.271794871794872
Switzerland,2018,1A1A2,Coal,1,1,che_tax,96.0,0.0,96.0,CHF,che_ets,6.57,CHF,12/31/18,2018,SWITZERLAND,CHF,0.984,6.676829268292684
Switzerland,2019,1A1A2,Coal,1,1,che_tax,96.0,0.0,96.0,CHF,che_ets,12.68,CHF,12/31/19,2019,Switzerland,CHF,0.966,13.126293995859214
Switzerland,2020,1A1A1,Coal,0,1,,,,,nan,che_ets,25.5,CHF,12/31/20,2020,Switzerland,CHF,0.881,28.94438138479001
Switzerland,2021,1A1A1,Coal,0,1,,,,,nan,che_ets,48.25,CHF,12/31/21,2021,Switzerland,CHF,0.914,52.78993435448577
Switzerland,2022,1A1A1,Coal,0,1,,,,,nan,che_ets,76.49,CHF,12/31/22,2022,Switzerland,CHF,0.923,82.87107258938244
United Kingdom,2005,1A1A1,Coal,0,1,,,,,nan,eu_ets,21.56,EUR,12/31/05,2005,Euro Zone,EUR,0.847,25.454545454545453
United Kingdom,2006,1A1A1,Coal,0,1,,,,,nan,eu_ets,18.01,EUR,12/31/06,2006,Euro Zone,EUR,0.759,23.728590250329383
United Kingdom,2007,1A1A1,Coal,0,1,,,,,nan,eu_ets,0.72,EUR,12/31/07,2007,Euro Zone,EUR,0.68,1.0588235294117645
United Kingdom,2008,1A1A1,Coal,0,1,,,,,nan,eu_ets,17.38,EUR,12/31/08,2008,Euro Zone,EUR,0.731,23.77564979480164
United Kingdom,2009,1A1A1,Coal,0,1,,,,,nan,eu_ets,13.15,EUR,12/31/09,2009,Euro Zone,EUR,0.695,18.92086330935252
United Kingdom,2010,1A1A1,Coal,0,1,,,,,nan,eu_ets,14.34,EUR,12/31/10,2010,Euro Zone,EUR,0.77,18.623376623376622
United Kingdom,2011,1A1A1,Coal,0,1,,,,,nan,eu_ets,12.94,EUR,12/31/11,2011,Euro Zone,EUR,0.765,16.915032679738562
United Kingdom,2012,1A1A1,Coal,0,1,,,,,nan,eu_ets,7.38,EUR,12/31/12,2012,Euro Zone,EUR,0.759,9.723320158102766
United Kingdom,2013,1A1A1,Coal,1,1,gbr_tax,4.94,0.0,4.94,GBP,eu_ets,4.47,EUR,12/31/13,2013,Euro Zone,EUR,0.726,6.1570247933884295
United Kingdom,2014,1A1A1,Coal,1,1,gbr_tax,8.3975,0.0,8.3975,GBP,eu_ets,5.95,EUR,12/31/14,2014,Euro Zone,EUR,0.822,7.238442822384429
United Kingdom,2015,1A1A1,Coal,1,1,gbr_tax,15.9475,0.0,15.9475,GBP,eu_ets,7.68,EUR,12/31/15,2015,EURO ZONE,EUR,0.919,8.356909684439607
United Kingdom,2016,1A1A1,Coal,1,1,gbr_tax,18.02,0.0,18.02,GBP,eu_ets,5.35,EUR,12/31/16,2016,EURO ZONE,EUR,0.949,5.637513171759747
United Kingdom,2017,1A1A1,Coal,1,1,gbr_tax,18.0,0.0,18.0,GBP,eu_ets,5.83,EUR,12/31/17,2017,EURO ZONE,EUR,0.833,6.998799519807924
United Kingdom,2018,1A1A1,Coal,1,1,gbr_tax,18.0,0.0,18.0,GBP,eu_ets,15.82,EUR,12/31/18,2018,EURO ZONE,EUR,0.872,18.142201834862387
United Kingdom,2019,1A1A1,Coal,1,1,gbr_tax,18.0,0.0,18.0,GBP,eu_ets,24.84,EUR,12/31/19,2019,Euro Zone,EUR,0.89,27.91011235955056
United Kingdom,2020,1A1A1,Coal,1,1,gbr_tax,18.0,0.0,18.0,GBP,eu_ets,24.76,EUR,12/31/20,2020,Euro Zone,EUR,0.815,30.38036809815951
United Kingdom,2021,1A1A1,Coal,1,1,gbr_tax,18.0,0.0,18.0,GBP,gbr_ets,51.62,GBP,12/31/21,2021,United Kingdom,GBP,0.74,69.75675675675676
